tu_id	speaker	start	end	duration	text
402	PKP048	844.539	845.810	1.271	 e mia ma:dre era così
403	PKP048	846.279	848.291	2.012	 oh mia madre a quei te:mpi laura:
404	PKP048	848.830	854.349	5.519	 mi metteva la la la l: la xx come si chiama la mamma tua la conosce la casa mia dove vivevo
405	PKP048	855.294	857.330	2.036	 la tavola che si faceva x: il bucato
406	PKP048	857.330	858.190	0.860	 quella di xx
407	PKP048	858.575	864.300	5.725	 e poi ci mandava a noi a raccogliere il muschio perché lì c'era già il mus[chio] x (in campa:gna), dentro i fo:ssi, così
408	PKP040	861.902	862.240	0.338	 [e:h]
409	PKP048	864.772	868.124	3.352	 poi con le pie::tre, il tutto ma era bra:va bra:va brava
410	PKP048	868.313	869.190	0.877	 a quei tempi
411	PKP040	880.023	881.078	1.055	 (conta che è xx
412	PKP048	882.275	885.610	3.335	 xx (giuliana) che s'è persa per strada lì non so perché (qua)
413	PKP040	886.327	887.501	1.174	 beh zia michela era brava
414	PKP040	888.040	890.100	2.060	 >quand'era ragazza< dipingeva le botti:glie
415	PKP048	890.113	890.582	0.469	 m::h
416	PKP040	891.952	893.631	1.679	 DIPINGEVA LE BOTTIGLIE LAURA:
417	PKP048	893.856	894.981	1.125	 xxxx
418	PKP048	898.747	900.362	1.615	 na:sci con l'istinto
419	PKP040	900.539	901.865	1.326	 no:: è che xx
420	PKP048	902.487	904.150	1.663	 xxxxxxxxxxx
421	PKP048	917.378	919.766	2.388	 che se vedi quella scatola che deve regala:re
422	PKP048	922.400	925.797	3.397	 >ho detto chi te l'ha da:ta< la sca:tola dice la merceri:a ho levato un pigiama:,
423	PKP041	925.983	926.376	0.393	 mh
424	PKP048	926.464	929.669	3.205	 per dare {P} la sca:tola >metà dentro poi< con la ca:rta che co:pre
425	PKP048	929.691	930.978	1.287	 poi c'è una bamboli:na:
426	PKP048	931.459	933.341	1.882	 xxxxx quelle di cera:mica
427	PKP048	933.635	936.314	2.679	 >ha detto< una vecchia bomboniera che conserva:vo:,
428	PKP048	936.919	940.302	3.383	 e l'ha messa assieme ai sei gioielli che ha fatto guarda laura:
429	PKP048	941.565	943.299	1.734	 io riconosco quando uno è bravo
430	PKP041	947.760	949.890	2.130	 ieri mi è uscito il ricordo che: m::h
431	PKP041	951.410	953.756	2.346	 e:: duemilequattordici quindi quanti anni fa?
432	PKP040	954.638	955.067	0.429	 sei
433	PKP040	955.797	956.502	0.705	 xxxx
434	PKP041	956.760	957.047	0.287	 mh
435	PKP041	957.395	958.325	0.930	 (fa venire l'invidia)
436	PKP040	959.835	961.894	2.059	 che il giorno dopo c'avevate una xxx
437	PKP040	962.850	963.887	1.037	 e a te non andò bene
438	PKP041	964.023	964.959	0.936	 matema:tica
439	PKP041	965.856	967.283	1.427	 IL GIORNO DOPO O IL GIORNO STE:SSO?
440	PKP040	967.484	968.157	0.673	 il giorno dopo
441	PKP041	969.705	971.340	1.635	 beh la matematica del biennio::
442	PKP040	971.346	971.606	0.260	 oh
443	PKP041	972.858	973.649	0.791	 bella tosta
444	PKP040	973.700	975.243	1.543	 no >(mo io lo ricordo che aveva) tiz[iano<]
445	PKP041	974.956	978.820	3.864	 [eh b]eh non è che la matema~ la professoressa del bienno era (anch[e quella) era] to[sta]
446	PKP040	977.559	978.138	0.579	 [e::h]
447	PKP040	978.413	979.041	0.628	 [bra:v]a
448	PKP041	978.873	980.223	1.350	 {ride}
449	PKP040	980.283	982.064	1.781	 xxxx miche(le) che (non) lo conosce:,
450	PKP040	982.138	984.124	1.986	 e poi gli devo dire: {P} lo devi invitare:,
451	PKP048	986.316	987.702	1.386	 poi fra poco è [xxx]
452	PKP040	986.924	987.714	0.790	 [(a lubbiana)]
453	PKP040	988.304	989.124	0.820	 e finia:mo
454	PKP048	989.349	990.180	0.831	 ovviame:nte
455	PKP041	990.319	991.450	1.131	 e:::h [m:h]
456	PKP040	990.989	994.420	3.431	 [l'ho detto] pure a quella della x:x ho detto >signora< poi quando finisce la pandemia
457	PKP040	994.960	996.359	1.399	 il firmaco::pie ho detto
458	PKP048	996.574	998.225	1.651	 fra poco saran qua che (staran)
459	PKP041	998.269	1000.864	2.595	 sempre a le:cce e a ba:ri e a brindisi xxxxxx
460	PKP039	1000.991	1002.240	1.249	 sa della xxx?
461	PKP039	1003.870	1004.786	0.916	 ieri massimo
462	PKP040	1005.353	1005.670	0.317	 mh?
463	PKP040	1007.808	1008.690	0.882	 come se lo sa massimo?
464	PKP039	1008.743	1009.497	0.754	 marcella
465	PKP040	1010.280	1010.715	0.435	 a::h
466	PKP039	1010.752	1011.469	0.717	 xx::
467	PKP039	1011.725	1013.132	1.407	 e giampaolo non doveva (venire)
468	PKP040	1015.860	1016.216	0.356	 x?
469	PKP041	1017.463	1022.490	5.027	 eh la nonna ha detto l'(astate) ah m'è venuta un'ideona (per il) {P} il secret santa che devo fare ad elena
470	PKP040	1023.218	1023.535	0.317	 mh
471	PKP040	1024.951	1025.997	1.046	 xxxxxx
472	PKP041	1026.229	1027.438	1.209	 devo fare una sca:tola
473	PKP040	1027.468	1028.308	0.840	 tanto non la (se[nti])
474	PKP041	1027.992	1028.300	0.308	 [no]
475	PKP041	1030.240	1034.226	3.986	 devo fare siccome xxx dice che dev'essere divertente ma che conosce la: la person[a:]
476	PKP040	1033.867	1034.450	0.583	 [cer]to
477	PKP041	1035.950	1040.550	4.600	 devo fare una scatola {P} e invece di chiamarla scatola di pando:ra, devo chiamarla scatola [di:]
478	PKP039	1040.255	1040.880	0.625	 [di pan]doro
479	PKP041	1041.111	1042.575	1.464	 ivando:ra qualcosa del genere
480	PKP039	1041.818	1042.596	0.778	 {ride}
481	PKP041	1042.608	1043.280	0.672	 che è un si:to,
482	PKP041	1043.309	1043.990	0.681	 dove marta:
483	PKP041	1044.019	1046.624	2.605	 ha bagliato a co~ a:: s'è fatto un: un xxx
484	PKP040	1046.656	1047.387	0.731	 {ride}
485	PKP041	1047.486	1050.580	3.094	 che ha comprato cento euro di (agnello) che (gli) le hanno rubato [vabbè]
486	PKP040	1050.268	1051.570	1.302	 [x <a]m[o:::re>]
487	PKP041	1050.760	1051.682	0.922	 [la devo chiamare cos]ì
488	PKP040	1051.916	1052.831	0.915	 <pecca:::[to]>
489	PKP041	1052.478	1054.851	2.373	 [e poi devo] dire (perché solo) una scatola di pandora puo'
490	PKP041	1055.398	1057.691	2.293	 e:: <contene:re una personalità>
491	PKP041	1058.079	1058.949	0.870	 così importante
492	PKP041	1058.949	1059.656	0.707	 perché le:i
493	PKP041	1059.937	1061.570	1.633	 una volta marco: stava::
494	PKP041	1061.938	1064.586	2.648	 vicino al ba:gno e sentì elena che di:~ che disse
495	PKP041	1065.457	1066.621	1.164	 no certo che: una::
496	PKP041	1066.814	1068.421	1.607	 una personalità come la mia::
497	PKP041	1068.502	1070.228	1.726	 cioè ci stava: [xxxx]ndo
498	PKP040	1069.070	1069.998	0.928	 [A:: HA HA]
499	PKP040	1070.249	1071.349	1.100	 stava incensando
500	PKP041	1071.674	1073.067	1.393	 poi dentro devo metterle
501	PKP041	1074.300	1077.026	2.726	 le:: due pillole per fare la ca:cca
502	PKP040	1077.026	1077.895	0.869	 {ride}
503	PKP041	1077.088	1077.746	0.658	 perché
504	PKP041	1078.460	1080.183	1.723	 perché: c'ha [un po' di proble]:mi
505	PKP040	1078.975	1080.190	1.215	 [è stitica] {ride}
506	PKP041	1081.010	1082.050	1.040	 i pop co::rn
507	PKP041	1082.075	1083.580	1.505	 perché una volta fece una figura:ccia
508	PKP041	1083.580	1088.220	4.640	 che sbagliò gru:ppo di whatsapp e scrisse nel guppo di whatsapp della persona di cui stava sparl[a:ndo]
509	PKP040	1087.885	1088.949	1.064	 [U:::H] GESU':::
510	PKP041	1089.122	1092.500	3.378	 [e: <mi vado a prendere] i pop co:rn così gl~ glieli butto in te:sta>
511	PKP040	1089.292	1090.108	0.816	 [xxx]
512	PKP041	1092.500	1097.190	4.690	 a vabbè devo mettere tante:: tante cosette così che: sono tutte le caratteristiche che ci fanno ridere
513	PKP041	1098.051	1098.631	0.580	 che po:i
514	PKP040	1098.650	1101.160	2.510	 e lo zainetto:: di:: [xxx que]llo amore
515	PKP041	1099.941	1100.606	0.665	 [e:::]
516	PKP041	1102.161	1102.930	0.769	 e:::h
517	PKP041	1102.988	1108.187	5.199	 ho avuto il compito più difficile perché: elena è quella con le aspettative più a:lte di tutti sul secret santa
518	PKP040	1110.700	1112.024	1.324	 chissà a te cosa ti faranno
519	PKP041	1112.663	1113.537	0.874	 chissà chi mi ca:pita
520	PKP039	1124.705	1125.841	1.136	 (l'han fatto prima loro)
521	PKP039	1126.188	1127.682	1.494	 xxxxxxxxxxx
522	PKP039	1127.790	1129.149	1.359	 (c'ha provato) giulio dei xx
523	PKP039	1129.624	1130.614	0.990	 è crollato un mito
524	PKP040	1130.854	1131.408	0.554	 {ride}
525	PKP039	1131.554	1132.344	0.790	 {ride}
526	PKP048	1131.584	1132.174	0.590	 (a:nche)
527	PKP048	1137.572	1139.601	2.029	 paolo è xxxx a casa di tiziano:
528	PKP048	1142.511	1143.838	1.327	 ha detto no~ non c'è
529	PKP048	1143.989	1146.378	2.389	 non c'è ve:rso di sconfiggere il coronavi:rus:
530	PKP041	1146.778	1147.257	0.479	 (no:?)
531	PKP048	1147.322	1150.435	3.113	 ha detto quella vecchie:tta non so quale vecchie:tta che andava (pe:r) non lo so
532	PKP048	1150.813	1151.982	1.169	 (ho detto) è morta pro:prio?
533	PKP040	1155.120	1155.431	0.311	 boh
534	PKP048	1156.561	1158.656	2.095	 penso che non lo (prenoteranno) non lo s[o io]
535	PKP040	1158.273	1159.060	0.787	 [eh be:h] eh
536	PKP040	1160.683	1161.270	0.587	 che dici?
537	PKP048	1172.482	1173.714	1.232	 poi mi ha fatto vedere il figlio
538	PKP048	1175.440	1178.040	2.600	 io lo conosco quando vado quelle poche volte da sergio
539	PKP048	1178.211	1179.536	1.325	 c'è un gatto bianco e nero
540	PKP040	1179.898	1180.208	0.310	 mh
541	PKP048	1180.538	1182.027	1.489	 eh e io gli porto da mangiare:,
542	PKP048	1182.617	1183.159	0.542	 l'umido
543	PKP048	1183.953	1184.967	1.014	 le metto l'acqua
544	PKP048	1185.925	1187.670	1.745	 e:: ha fatto il video ieri,
545	PKP048	1187.772	1188.799	1.027	 o ieri quando (è entrata)
546	PKP040	1188.840	1189.860	1.020	 sì l'ab[biamo vi:sto]
547	PKP041	1189.130	1189.900	0.770	 [l'abbiamo visto]
548	PKP048	1189.900	1190.160	0.260	 eh
549	PKP048	1190.360	1192.560	2.200	 che lei chiama:va e lui la seguiva:
550	PKP048	1192.855	1195.445	2.590	 con sto (vi~ ha fatto il video) di que:sto di que:llo e quell'al(tro)
551	PKP048	1195.975	1197.796	1.821	 per forza l'ha consuma:to (il telefono)
552	PKP048	1203.630	1206.470	2.840	 e tutti i pe:sci la fotografia con (to) il pe:sce
553	PKP040	1206.470	1209.306	2.836	 ma ma non parla' sempre se no non ci spicci più di mangiare
554	PKP041	1209.960	1210.570	0.610	 {ride}
555	PKP048	1210.820	1211.867	1.047	 <io sono lenta>
556	PKP048	1212.308	1213.136	0.828	 poi tu quanto c'[hai (da fare)]
557	PKP040	1212.767	1216.403	3.636	 [(ti pa]re) che pure antonio è lento {P} ma non è che è lento {P} è che parla sempre
558	PKP040	1217.460	1219.061	1.601	 e l'altra sera papà l'ha frega:to
559	PKP040	1219.185	1219.952	0.767	 {ride}
560	PKP041	1220.063	1220.420	0.357	 perché?
561	PKP040	1220.420	1221.478	1.058	 perché lui parla:va
562	PKP040	1221.774	1223.097	1.323	 e papà man[gia:va][:]
563	PKP041	1222.420	1222.892	0.472	 [a::h]
564	PKP041	1222.961	1225.604	2.643	 [xx]xx xxxx mangiava tutta quella roba lui
565	PKP041	1226.997	1228.571	1.574	 mo: {P} gliel'abbiamo fa:tto
566	PKP041	1229.939	1231.605	1.666	 e:: nel duemila::: e
567	PKP040	1231.917	1232.605	0.688	 ven[tuno]
568	PKP041	1232.186	1233.586	1.400	 [quaranta]:::sette
569	PKP040	1233.071	1233.689	0.618	 {ride}
570	PKP041	1237.430	1238.725	1.295	 io avrò quarantott'anni
571	PKP040	1238.762	1240.423	1.661	 xx::: io non ci sarò::
572	PKP041	1240.987	1241.855	0.868	 è xx
573	PKP041	1242.876	1243.821	0.945	 quanto ci passiamo?
574	PKP040	1244.773	1245.360	0.587	 trentadue
575	PKP041	1252.163	1253.354	1.191	 trentadue a:[nni avrai]?
576	PKP040	1252.813	1253.729	0.916	 [x:x]x
577	PKP040	1254.016	1254.490	0.474	 x:
578	PKP040	1255.193	1255.490	0.297	 x
579	PKP041	1261.590	1262.316	0.726	 °(per il) xx?°
580	PKP039	1264.238	1269.447	5.209	 pomeriggio mi metto nel le:tto {P} con la coper:ta {P} con xxx il materasso caldo
581	PKP041	1269.757	1271.372	1.615	 e la candela non te l'accendi?
582	PKP048	1271.589	1273.977	2.388	 hai visto che bel regalo che t'ha fatto la s[uocera]
583	PKP039	1273.328	1275.359	2.031	 [xxxx] non ce sta (la candela)
584	PKP041	1275.777	1276.575	0.798	 che gli hai regalato?
585	PKP040	1276.760	1278.170	1.410	 >xxxxxx (ha preso i fiori)<
586	PKP048	1278.500	1280.553	2.053	 x[xxxxxxxxxxxxx]
587	PKP040	1278.590	1281.038	2.448	 [xxx I:O invece a tua ma]dre °uguale°
588	PKP040	1281.860	1282.493	0.633	 (madun)
589	PKP048	1282.881	1284.771	1.890	 (paolo è andato a posare la ca~) matrimonia:le?
590	PKP041	1286.001	1287.154	1.153	 ma:mma stanotte
591	PKP040	1287.410	1288.198	0.788	 °ch'è successo°
592	PKP041	1289.410	1291.902	2.492	 la coperta mi:a s'era tol[ta da:::]
593	PKP040	1290.861	1291.913	1.052	 [u:::h]
594	PKP041	1292.631	1294.824	2.193	 da da da giù:: da di la::to::
595	PKP040	1295.608	1296.632	1.024	 da [xxx]
596	PKP041	1295.720	1297.272	1.552	 [a un certo punto mi sono al]za:ta
597	PKP041	1297.387	1299.380	1.993	 mi so' alzata {P} e: ho rifatto il letto
598	PKP040	1299.411	1300.670	1.259	 e giu:sto hai fatto bene
599	PKP041	1300.765	1302.141	1.376	 se no: non prendevo più sonno
600	PKP040	1303.188	1306.208	3.020	 mo vediamo che se no gli faccio una prolunga così te lo ribbalto
601	PKP041	1308.300	1309.455	1.155	 no:: è che::
602	PKP041	1309.472	1310.750	1.278	 son scomoda nel letto xxx
603	PKP048	1310.755	1312.316	1.561	 io ce n'ho una bianca:
604	PKP048	1313.010	1316.620	3.610	 se tu c'hai: u:n sacchetto da: una piazza e: qualche cosa
605	PKP040	1316.713	1318.950	2.237	 e ma {P} mi tengo: cose che c'ho tutto
606	PKP040	1319.003	1320.820	1.817	 c'ho piumo:ni, trapu:nte, (c[o:~])
607	PKP041	1320.666	1321.185	0.519	 [gra]zie
608	PKP040	1321.776	1323.730	1.954	 mo po(i) che andiamo a svuotare:::
609	PKP040	1324.068	1325.852	1.784	 bolo:gna altra roba arri[va]
610	PKP041	1325.595	1326.109	0.514	 [no:] no
611	PKP041	1326.287	1327.626	1.339	 solo:: lenzuo:la:,
612	PKP041	1327.890	1329.600	1.710	 [e: cope:]rte, piumo:ni,
613	PKP040	1327.928	1328.698	0.770	 [e piumo:ni]
614	PKP041	1329.657	1331.455	1.798	 no: dico solo roba così ci sarà
615	PKP041	1332.261	1333.087	0.826	 asciugama:ni,
616	PKP040	1333.168	1336.654	3.486	 comunque fa ho pensato parliamo con mau:ra se possiamo lasciarle da le:i
617	PKP040	1338.076	1342.130	4.054	 qualcosa possiamo pure fa:re il pacchetto e mandare ha detto:::
618	PKP040	1342.452	1343.940	1.488	 giuseppe (so') quindici euro
619	PKP040	1344.050	1344.769	0.719	 trenta chili
620	PKP039	1346.060	1346.615	0.555	 va bene
621	PKP039	1346.870	1347.514	0.644	 eh sì
622	PKP048	1347.827	1349.399	1.572	 per la xx[xx no:]?
623	PKP039	1348.461	1349.411	0.950	 [xxxx]
624	PKP040	1350.198	1352.680	2.482	 [chiedere:mo anche vah se] telefoniamo già da qua
625	PKP039	1350.210	1351.546	1.336	 [(un servizio) xxxx]?
626	PKP041	1359.110	1361.399	2.289	 ma sono stati quiddro xxx la crepa
627	PKP041	1361.579	1363.850	2.271	 ti ricordi la cre~ {ride}
628	PKP041	1363.959	1366.880	2.921	 NO: NON QUELLA CHE SI FECE DA SOLA (eh vah) quella quando:::
629	PKP040	1366.926	1367.953	1.027	 sbattuto la porta
630	PKP041	1368.650	1373.200	4.550	 eh no non sto un po' a ridere il (cagone) però {P} x quando certe volte xxx
631	PKP040	1373.470	1373.993	0.523	 ma va:
632	PKP041	1374.270	1375.790	1.520	 e::h nel fondo sbagliato
633	PKP039	1375.795	1376.777	0.982	 chi lo fece col trapano?
634	PKP041	1376.822	1377.485	0.663	 e:::h
635	PKP041	1377.508	1379.340	1.832	 tipo: che poi l'hai riempito di::
636	PKP041	1379.744	1380.510	0.766	 di stucco
637	PKP039	1380.652	1381.003	0.351	 x
638	PKP039	1381.822	1382.904	1.082	 che cosa stavano mettendo?
639	PKP041	1383.148	1384.319	1.171	 e:: il poggiate:sta
640	PKP040	1390.030	1391.417	1.387	 quello glielo possiamo pur lasci[a:re]
641	PKP041	1391.150	1392.182	1.032	 [(c'è un po'][di verdura?)]
642	PKP040	1391.488	1393.350	1.862	 [prendiamo solam]ente i:::
643	PKP041	1394.384	1395.420	1.036	 sì: c[erto]
644	PKP040	1394.769	1397.177	2.408	 [xxx] e: l'asta gliela lasciamo
645	PKP040	1402.599	1403.444	0.845	 deve passare:
646	PKP040	1403.876	1404.576	0.700	 massimo
647	PKP039	1405.091	1407.730	2.639	 ma tanto se gli lasci qualche cosa lui te lo farà pesare come
648	PKP039	1408.265	1410.259	1.994	 se: gli stai lasciando un (i~) un impiccio
649	PKP040	1410.917	1412.685	1.768	 deve passare massimo alle tre emmezzo
650	PKP048	1413.146	1413.936	0.790	 (cosa dev[e fare?)]
651	PKP040	1413.536	1417.966	4.430	 [che aveva] no: che aveva messo la (ma:dre) una lotteri:a con tutti i prodotti:
652	PKP040	1418.436	1419.460	1.024	 del:::
653	PKP040	1420.050	1420.733	0.683	 (bust)
654	PKP040	1421.988	1423.699	1.711	 e:: un biglietto due e:uro
655	PKP040	1424.836	1427.430	2.594	 un biglietto tre e:uro due biglietti cinque euro
656	PKP041	1427.593	1427.973	0.380	 mh
657	PKP040	1428.668	1430.960	2.292	 allora ho detto guarda io non com[pro xxx]
658	PKP041	1430.126	1430.976	0.850	 [che affaro:ne]
659	PKP040	1431.052	1432.790	1.738	 però: ho detto un biglietto te lo compro
660	PKP040	1433.660	1435.205	1.545	 e quindi passa alle tre e mezzo
661	PKP040	1435.452	1436.560	1.108	 (mi lass) [xxx]
662	PKP048	1436.191	1439.582	3.391	 [io perché] non c'ho so:ldi se no potevo [(poi) dare un contributo anch'io]
663	PKP041	1437.950	1439.525	1.575	 [no: ma prendi xxx]
664	PKP048	1442.960	1444.532	1.572	 una volta vince[vo se:mpre]
665	PKP040	1443.730	1444.972	1.242	 [(la collana) è mi]a no?
666	PKP041	1445.026	1445.909	0.883	 no: questa è mia
667	PKP040	1446.372	1447.422	1.050	 per che cos'è (allo[ra)]?
668	PKP041	1447.172	1447.956	0.784	 [no for]se è tua
669	PKP040	1447.986	1448.680	0.694	 °è mi:a:°
670	PKP040	1448.738	1451.200	2.462	 la regalai: ai:: venticinque anni di >matrimonio<
671	PKP040	1451.227	1451.922	0.695	 a me e a papà
672	PKP041	1452.664	1453.070	0.406	 ma chi?
673	PKP040	1453.482	1454.396	0.914	 zia mariella chi
674	PKP040	1455.044	1456.401	1.357	 a papà (lu) braccial[e:tto]
675	PKP041	1455.935	1457.052	1.117	 [°ma che stai] dic[e:ndo?°]
676	PKP039	1456.667	1457.633	0.966	 [a me il brac][cialetto]?
677	PKP040	1457.148	1457.635	0.487	 [sì::]
678	PKP039	1457.660	1458.470	0.810	 xxxxx
679	PKP040	1458.470	1460.690	2.220	 a lei {P} a lui il braccialetto e a me la collani[na]
680	PKP041	1460.518	1463.268	2.750	 [ma io] c'ho sia un braccialetto di oro che una collanina di o[ro]
681	PKP040	1463.058	1465.159	2.101	 [eh] forse:: che sono quelli:
682	PKP048	1466.890	1468.520	1.630	 pure il bracciale xx [la zia],
683	PKP039	1467.932	1470.030	2.098	 [anzi adesso che] lo vedo mi sembra che sia proprio il mio
684	PKP041	1470.405	1470.766	0.361	 veh
685	PKP040	1472.330	1472.754	0.424	 x[x]
686	PKP041	1472.540	1474.390	1.850	 [tu non] te li me:tti i: gioielli ma
687	PKP040	1474.437	1475.063	0.626	 °infatti sì°
688	PKP048	1475.240	1478.710	3.470	 per la zia pure i braccialetti [xxx] il braccialetto di sergio
689	PKP040	1476.616	1477.570	0.954	 [xxxx]
690	PKP048	1479.228	1482.175	2.947	 e l'ha porta:to a far allarga:re per ste:fano, fare la
691	PKP048	1482.366	1484.270	1.904	 là dove sei andata tu [(hanno spiegato)]
692	PKP040	1483.426	1486.723	3.297	 [e:h ma: in]fatti è garba:to [(come) xxxxxxx]
693	PKP048	1485.299	1487.220	1.921	 [(un po' ma:) {P} (hai fa]tto tre?)
694	PKP048	1487.564	1489.510	1.946	 (deve anda:re con le cose [sue) xxx]
695	PKP040	1488.742	1489.490	0.748	 [(eh andrà da lei,)]
696	PKP048	1492.090	1493.050	0.960	 (ma la fasc::)
697	PKP040	1494.190	1495.850	1.660	 parcheggiare in ce:ntro, fa:re,
698	PKP040	1495.892	1496.436	0.544	 [m::h]
699	PKP048	1495.892	1496.436	0.544	 [m::h]
700	PKP040	1496.499	1497.683	1.184	 m'han dato io:: il xx
701	PKP048	1498.269	1500.520	2.251	 a::h m'ha detto quando (a) sono andati dall'oculi:sta
702	PKP041	1500.937	1501.770	0.833	 a:::h puo' essere
703	PKP048	1501.784	1503.750	1.966	 hanno fatto {P} messo la macchina in un garage
704	PKP040	1504.807	1505.656	0.849	 °(figu:rati)°
705	PKP040	1507.600	1509.220	1.620	 ma lei me la poteva pure di:re no?
706	PKP040	1509.264	1513.653	4.389	 t'accompagna~ beh che: qua~ a quante volte va:do ve:ngo va:do e una volta di più che dev'e:ssere?
707	PKP040	1514.583	1514.848	0.265	 eh
708	PKP040	1515.110	1516.881	1.771	 glielo devo dire (io) e zi' scusa e:h
709	PKP040	1519.120	1520.830	1.710	 prima quante volte uscivo per laura
710	PKP040	1520.966	1524.111	3.145	 portala di qua:, prendila di là:, a me non non non mi co:sta molto
711	PKP041	1525.373	1525.870	0.497	 e mo
712	PKP040	1526.925	1527.863	0.938	 e mo niente più
713	PKP048	1529.259	1531.464	2.205	 e mo datti una regolata anche a te a uscire
714	PKP039	1533.106	1533.501	0.395	 eh
715	PKP048	1536.658	1537.945	1.287	 visto che fai le::
716	PKP040	1538.136	1538.798	0.662	 xx
717	???	1539.771	1541.185	1.414	 {telegiornale}
718	PKP040	1541.292	1542.280	0.988	 °ah a ginosa°
719	PKP040	1542.640	1543.270	0.630	 °(cambia)°
720	PKP040	1544.850	1546.704	1.854	 (a)bbiamo:: i mandarini buonissimi,
721	PKP039	1555.452	1556.789	1.337	 guarda OHI >GGIOVANE::<
722	PKP039	1557.025	1557.712	0.687	 °ecco qui°
723	PKP040	1557.713	1558.911	1.198	 e::h giovane sì
724	PKP041	1559.645	1560.172	0.527	 {ride}
725	PKP041	1560.533	1562.360	1.827	 stava guar[dando ancora xxx]
726	PKP048	1560.831	1562.555	1.724	 [<ma:mma che ba:rba che] s~>
727	PKP048	1562.838	1564.432	1.594	 ma non si guarda allo specchio?
728	PKP048	1565.400	1566.856	1.456	 come quando vedo (che cha:rly)
729	PKP048	1567.663	1571.823	4.160	 un scienziato {P} com'è: {P} tutto {P} ah mamma mi sembra un giudeo
730	PKP048	1573.468	1574.750	1.282	 (por)ca miseria
731	PKP040	1575.374	1575.950	0.576	 x dire:
732	PKP040	1576.460	1576.820	0.360	 no
733	PKP041	1578.947	1580.015	1.068	 vabbé se (son pi:ccoli)
734	PKP040	1580.806	1582.304	1.498	 °si puo' mangia:re xx°
735	PKP040	1582.640	1583.024	0.384	 xx?
736	PKP041	1584.145	1586.164	2.019	 mh xxxx xx frutta
737	PKP040	1587.649	1589.258	1.609	 ehi:: che belli quei piccini
738	PKP048	1589.558	1593.901	4.343	 che be:lla quante {P} quante chicchette che ave[va fa:tto teso]:ro {P} (quelle) esaggera:te:
739	PKP041	1591.494	1592.363	0.869	 [e:::h sì]
740	PKP041	1594.504	1597.380	2.876	 no: eh loro per tradizione così se li [fa:nno (andar] bene)
741	PKP048	1596.324	1596.982	0.658	 [eh lo so]
742	PKP040	1597.810	1600.590	2.780	 a::h mo ti devo fare vedere un video della figlia di (cos~)
743	PKP040	1600.669	1602.820	2.151	 mo è vecchio quel video che lei canta:,
744	PKP041	1604.700	1605.034	0.334	 x
745	PKP039	1605.856	1607.239	1.383	 quando vedemmo quel (mat[rimonio)]
746	PKP040	1606.692	1608.476	1.784	 [che c'è la can]zone you make me feel
747	PKP041	1608.609	1609.383	0.774	 sì: per~ x
748	PKP040	1608.699	1610.450	1.751	 {canta_you_make_me_feel}
749	PKP041	1610.071	1612.180	2.109	 quando la cantava normale era ve:cchio
750	PKP041	1612.269	1614.500	2.231	 però ora {P} la can[ta {P} aggiungen]do le parole
751	PKP039	1613.362	1613.984	0.622	 [(mh mh)]
752	PKP040	1614.529	1616.876	2.347	 NON VOGLIO ANDARE ALL'ASILO IO COSì [CAPISCO]
753	PKP041	1616.047	1618.890	2.843	 [(mamma) io ho cap]ito: la signora ci porta all'asi[lo]
754	PKP040	1618.693	1621.340	2.647	 [no:] io invece ho capito NON VOGLIO ANDARE ALL'ASILO
755	PKP040	1621.661	1626.400	4.739	 siccome ha detto che ultimamente:: all'asilo:: (non) tanto che ci vuole anda[re:, xxx]
756	PKP041	1625.455	1627.873	2.418	 [no ma è proprio dal primo] giorno non è ultimam[ente]
757	PKP040	1627.549	1630.418	2.869	 [sì NO]: DI QUEST'ANNO l'anno scorso andava vole[ntie:ri]
758	PKP041	1629.928	1630.883	0.955	 [mi spo]:s[(to)]?
759	PKP048	1630.640	1632.716	2.076	 [x][xxxx a]ndare la te[levisione]
760	PKP040	1630.650	1631.480	0.830	 [sì] [spo:stat(e:)]
761	PKP040	1632.088	1633.328	1.240	 [ti faccio veder 's]ta cosa
762	PKP041	1633.573	1634.520	0.947	 su instagram? x
763	PKP040	1635.233	1636.243	1.010	 no su facebook
764	PKP048	1636.263	1637.882	1.619	 siamo troppo vicine lau::?
765	PKP040	1637.977	1638.630	0.653	 eh insomma
766	PKP048	1638.686	1638.990	0.304	 xx
767	PKP048	1639.334	1640.893	1.559	 sì (sembra quello del) x uh
768	PKP040	1642.270	1644.200	1.930	 allora vediamo papà: {P} togli un attimo
769	PKP048	1644.219	1644.822	0.603	 l'audio
770	PKP048	1647.375	1648.960	1.585	 xx che (ho) sonno però:
771	PKP040	1649.244	1651.082	1.838	 °giulia (bianchini) vediamo°
772	PKP040	1652.908	1655.210	2.302	 qua se (se) si to:cca (le) le immagini che è un xx
773	???	1654.944	1660.180	5.236	 {riproduzione_video}
774	PKP040	1655.334	1655.965	0.631	 guarda ma:
775	PKP040	1659.605	1660.170	0.565	 aspett~
776	PKP040	1660.432	1660.900	0.468	 aspetta
777	PKP041	1660.940	1662.780	1.840	 [ma non capirà nie:nte ma>] (no:)
778	PKP040	1660.950	1662.300	1.350	 [come si fa a ingrandir(lo)]?
779	PKP040	1663.150	1664.385	1.235	 come si fa a ingrandirlo?
780	???	1663.756	1700.930	37.174	 {riproduzione_video}
781	PKP040	1665.402	1666.620	1.218	 s:::h
