tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
113	BOI046	343.476	348.173	4.697	True	0	0	0	0	0	0	False	False	False	False	True	110=0.689,114+115=0.730	0	1	1	17	[io: ho rese]ttato tutto ho preso le patenti e nel frattempo tra una pizza e un'altra ho xx ((ride))	[io: ho rese]ttato tutto ho preso le patenti e nel frattempo tra una pizza e un'altra ho xx {ride}	io ho resettato tutto ho preso le patenti e nel frattempo tra una pizza e un'altra ho xx {ride}
114	BOR009	347.225	348.082	0.857	True	0	0	0	0	0	0	False	False	False	False	True	113+115=0.730	0	1	0	0	((ride))	{ride}	{ride}
115	BOI045	347.352	348.254	0.902	True	0	0	0	0	0	0	False	False	False	False	True	116=0.001,113+114=0.730	0	1	0	0	((ride))	{ride}	{ride}
116	BOI046	348.253	350.786	2.533	True	0	0	0	0	0	0	False	False	False	False	True	115=0.001	0	0	0	11	facevo una guida e: ho vinto il concorso e so' salito	facevo una guida e: ho vinto il concorso e so' salito	facevo una guida e ho vinto il concorso e so' salito
117	BOI046	351.135	356.546	5.411	True	0	0	0	0	0	0	False	False	False	False	True	118+119=1.135	0	1	0	17	ho fatto i bagagli ho messo mia moglie su nel portabagagli e xx ((ride)) e siamo saliti su	ho fatto i bagagli ho messo mia moglie su nel portabagagli e xx {ride} e siamo saliti su	ho fatto i bagagli ho messo mia moglie su nel portabagagli e xx {ride} e siamo saliti su
118	BOR009	354.284	355.736	1.452	True	0	0	0	0	0	0	False	False	False	False	True	117+119=1.135	0	1	0	0	((ride))	{ride}	{ride}
119	BOI045	354.513	355.648	1.135	True	0	0	0	0	0	0	False	False	False	False	True	117+118=1.135	0	1	0	0	((ride))	{ride}	{ride}
120	BOI046	357.152	361.593	4.441	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	e e sono cinque anni e: fortunatamente io lavoro mia moglie lavora e abbiamo ricominciato da capo	e e sono cinque anni e: fortunatamente io lavoro mia moglie lavora e abbiamo ricominciato da capo	e e sono cinque anni e fortunatamente io lavoro mia moglie lavora e abbiamo ricominciato da capo
121	BOI046	361.78	363.62	1.84	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	tardi ma: meglio tardi che mai	tardi ma: meglio tardi che mai	tardi ma meglio tardi che mai
122	BOR009	364.125	365.036	0.911	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	soddisfatti però	soddisfatti però	soddisfatti però
123	BOI046	365.3	366.923	1.623	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	sì >sì sì< sicuramente sì	sì >sì sì< sicuramente sì	sì sì sì sicuramente sì
124	BOI046	367.945	369.486	1.541	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	ho delle prospettive future	ho delle prospettive future	ho delle prospettive future
125	BOI046	370.423	372.073	1.65	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	col senno di poi sarei salito prima	col senno di poi sarei salito prima	col senno di poi sarei salito prima
126	BOI046	372.569	377.282	4.713	True	0	0	0	0	0	0	False	False	False	False	False	_	2	1	0	14	però [(.) o]gnuno nella vita ha i suoi tempi quindi (.) i miei so(n) stati lunghi ((ride))	però [{P} o]gnuno nella vita ha i suoi tempi quindi {P} i miei so(n) stati lunghi {ride}	però {P} ognuno nella vita ha i suoi tempi quindi {P} i miei son stati lunghi {ride}
127	BOR009	372.739	373.59	0.851	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	[e:h] ((ride))	[e:h] {ride}	eh {ride}
128	BOR009	377.936	382.976	5.04	True	0	0	0	1	0	0	False	False	False	False	False	_	0	0	1	15	e quindi tutti e due che avete iniziato: recentemente siete: entrati nell'azienda che già era @nomeazienda	e quindi tutti e due che avete iniziato: recentemente siete: entrati nell'azienda che già era nomeazienda	e quindi tutti e due che avete iniziato recentemente siete entrati nell'azienda che già era nomeazienda
129	BOR009	383.197	384.846	1.649	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	6	[°giusto° perchè so che] prima er[a,]	[°giusto° perchè so che] prima er[a,]	giusto perché so che prima era
130	BOI045	383.218	384.109	0.891	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì >sì sì<]	[sì >sì sì<]	sì sì sì
131	BOI046	384.786	385.215	0.429	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[a]t[c]	[a]t[c]	atc
132	BOI045	384.961	385.444	0.483	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[at]c	[at]c	atc
133	BOR009	385.53	388.753	3.223	True	0	0	0	1	0	0	False	False	False	False	False	_	1	0	0	7	@nomeazienda (.) quindi non avete vissuto:: il cambiamento	nomeazienda {P} quindi non avete vissuto:: il cambiamento	nomeazienda {P} quindi non avete vissuto il cambiamento
134	BOI045	389.112	390.591	1.479	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	no:: (.) non no	no:: {P} non no	no {P} non no
135	BOI046	390.766	394.309	3.543	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	13	no io ne ho sentito parlare ma n::~ non so neanche di cosa parla'	no io ne ho sentito parlare ma n::~ non so neanche di cosa parla'	no io ne ho sentito parlare ma n::~ non so neanche di cosa parla'
136	BOI046	394.9	397.99	3.09	True	0	0	0	1	0	0	False	False	False	False	False	_	1	0	0	12	quindi alla fine per me io ho cominciato con @nomeazienda (.) in questo	quindi alla fine per me io ho cominciato con nomeazienda {P} in questo	quindi alla fine per me io ho cominciato con nomeazienda {P} in questo
137	BOI046	399.596	401.82	2.224	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	non so prima qual era la situazione loro	non so prima qual era la situazione loro	non so prima qual era la situazione loro
138	BOR009	402.406	403.203	0.797	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	2	e ora com'è	e ora com'è	e ora com'è
139	BOR009	403.717	404.223	0.506	True	0	0	0	0	0	0	False	False	False	False	True	140=0.421	0	1	0	0	((ride))	{ride}	{ride}
140	BOI046	403.802	404.972	1.17	True	0	0	0	0	0	0	False	False	False	False	True	139=0.421,141+142=0.007	0	0	0	6	ma oddio io mi trovo b[ene]	ma oddio io mi trovo b[ene]	ma oddio io mi trovo bene
141	BOR009	404.819	405.507	0.688	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[si sta bene]	[si sta bene]	si sta bene
142	BOI045	404.965	409.437	4.472	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	11	[ma è una buona] azienda:: [per il] panorama che c'è in:: giro:::	[ma è una buona] azienda:: [per il] panorama che c'è in:: giro:::	ma è una buona azienda per il panorama che c'è in giro
143	BOI046	406.52	406.881	0.361	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh]	[mh]	mh
144	BOI045	409.701	413.21	3.509	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	sei fortunato secondo me se hai la possibilità di stare qua c(io)è non::	sei fortunato secondo me se hai la possibilità di stare qua c(io)è non::	sei fortunato secondo me se hai la possibilità di stare qua cioè non
145	BOI045	414.0	420.058	6.058	True	0	0	0	0	0	0	False	False	False	False	False	_	2	0	1	16	abbiamo:: abbiamo tant~ (.) oltre al lavoro c'è tanto per noi (.) poi in questo momento particolare storico no	abbiamo:: abbiamo tant~ {P} oltre al lavoro c'è tanto per noi {P} poi in questo momento particolare storico no	abbiamo abbiamo tant~ {P} oltre al lavoro c'è tanto per noi {P} poi in questo momento particolare storico no
146	BOI045	420.386	427.155	6.769	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	1	18	perchè: comunque il covid anche a noi mancano autisti: c'è poca possibilità di andare in ferie di: di ripos[arsi]:	perchè: comunque il covid anche a noi mancano autisti: c'è poca possibilità di andare in ferie di: di ripos[arsi]:	perché comunque il covid anche a noi mancano autisti c'è poca possibilità di andare in ferie di di riposarsi
147	BOI046	426.441	426.965	0.524	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[però:]	[però:]	però
148	BOI046	427.457	430.179	2.722	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	f[:ino a prima che comin]ciava il covid diciamo che:	f[:ino a prima che comin]ciava il covid diciamo che:	fino a prima che cominciava il covid diciamo che
149	BOI045	427.611	428.692	1.081	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[però comunque]	[però comunque]	però comunque
150	BOI045	430.179	432.579	2.4	True	2	0	0	0	0	0	False	False	False	False	False	_	2	0	0	6	sì (.) [lo sti]pendio è( o )è (.) è bu[ono]	sì {P} [lo sti]pendio è(o)è {P} è bu[ono]	sì {P} lo stipendio èoè {P} è buono
151	BOI046	430.685	430.961	0.276	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[x]	[x]	x
152	BOI046	432.18	432.417	0.237	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[è]	[è]	è
153	BOI045	433.429	433.833	0.404	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e[:]	e[:]	e
154	BOI046	433.65	436.566	2.916	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	[n(on)] ci possiamo lamenta'. almeno io parlo per me poi sicuramente	[n(on)] ci possiamo lamenta'. almeno io parlo per me poi sicuramente	non ci possiamo lamenta' almeno io parlo per me poi sicuramente
155	BOI045	436.778	438.009	1.231	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	sì può [sempre migliorare]	sì può [sempre migliorare]	sì può sempre migliorare
156	BOI046	437.171	442.655	5.484	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	[io come dico io è] s:ì quello sicurame(nte) dipende sempre dalla prospettiva che uno ha da dove viene e tutto il resto	[io come dico io è] s:ì quello sicurame(nte) dipende sempre dalla prospettiva che uno ha da dove viene e tutto il resto	io come dico io è sì quello sicuramente dipende sempre dalla prospettiva che uno ha da dove viene e tutto il resto
157	BOI046	443.318	446.16	2.842	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	[°come° mi hanno se]mpre detto poi se una cosa non ti piace la puoi cambiare	[°come° mi hanno se]mpre detto poi se una cosa non ti piace la puoi cambiare	come mi hanno sempre detto poi se una cosa non ti piace la puoi cambiare
158	BOR009	443.337	443.92	0.583	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[certo]	[certo]	certo
159	BOI045	446.167	446.585	0.418	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
160	BOR009	447.823	448.308	0.485	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
161	BOR009	449.261	450.953	1.692	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	quindi è un buon ambiente questo gi[à:]	quindi è un buon ambiente questo gi[à:]	quindi è un buon ambiente questo già
162	BOI046	450.685	452.172	1.487	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	[ma io] mi ci trovo be[ne °per carità°]	[ma io] mi ci trovo be[ne °per carità°]	ma io mi ci trovo bene per carità
163	BOR009	451.525	452.2	0.675	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[positivo]	[positivo]	positivo
164	BOI045	452.278	452.936	0.658	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	1	sì anch'io	sì anch'io	sì anch'io
165	BOI046	453.332	460.978	7.646	True	0	0	0	0	0	0	False	False	False	False	True	166=1.007	1	0	0	26	sarà che lo dipingo solo come un lavoro quindi io vengo a lavorare faccio il mio dovere e taccio e:::h me ne torno a casa (.) e::h	sarà che lo dipingo solo come un lavoro quindi io vengo a lavorare faccio il mio dovere e taccio e:::h me ne torno a casa {P} e::h	sarà che lo dipingo solo come un lavoro quindi io vengo a lavorare faccio il mio dovere e taccio eh me ne torno a casa {P} eh
166	BOR009	458.514	459.521	1.007	True	0	0	0	0	0	0	False	False	False	False	True	165=1.007	0	1	0	0	((ride))	{ride}	{ride}
167	BOI046	461.315	463.592	2.277	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	poi basta finisce là per me va bene è un lavoro	poi basta finisce là per me va bene è un lavoro	poi basta finisce là per me va bene è un lavoro
168	BOR009	465.189	467.806	2.617	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	sì sì sì (.) e pro e i <contro> di questo lavoro	sì sì sì {P} e pro e i <contro> di questo lavoro	sì sì sì {P} e pro e i contro di questo lavoro
169	BOR009	469.095	474.801	5.706	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	20	beh pro a me verrebbe da dire conoscete le ci~ le: le strade della città:: pr[oprio:: a o]cchi chiusi no:?	beh pro a me verrebbe da dire conoscete le ci~ le: le strade della città:: pr[oprio:: a o]cchi chiusi no:?	beh pro a me verrebbe da dire conoscete le ci~ le le strade della città proprio a occhi chiusi no
170	BOI045	472.825	473.727	0.902	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[s:ì sì]	[s:ì sì]	sì sì
171	BOI046	475.01	475.407	0.397	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	sì sì	sì sì	sì sì
172	BOR009	475.643	476.332	0.689	True	0	0	0	0	0	0	False	False	False	False	True	173=0.522	0	1	0	0	((ride))	{ride}	{ride}
173	BOI045	475.81	477.927	2.117	True	0	0	0	0	0	0	False	False	False	False	True	172=0.522,174=0.589	0	0	0	6	allora i pro è che non::	allora i pro è che non::	allora i pro è che non
174	BOI046	477.037	477.626	0.589	True	0	0	0	0	0	0	False	False	False	False	True	173=0.589	0	1	0	0	((ride))	{ride}	{ride}
175	BOI045	478.324	481.307	2.983	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	vabbè vedi le quattro stagio:ni non sei chiuso in ufficio[:]	vabbè vedi le quattro stagio:ni non sei chiuso in ufficio[:]	vabbè vedi le quattro stagioni non sei chiuso in ufficio
176	BOI046	481.038	481.343	0.305	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
177	BOI045	481.906	486.887	4.981	True	0	0	1	0	0	0	False	False	False	False	False	_	1	0	0	16	non hai il capo addosso perchè noi se facciamo il nostro percorso e (.) non succede niente	non hai il capo addosso perchè noi se facciamo il nostro percorso e {P} non succede niente	non hai il capo addosso perché noi se facciamo il nostro percorso e {P} non succede niente
178	BOI045	487.721	491.508	3.787	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	n~ n~ n~ n:oi contatti coi superiori ne abbiamo pochissimi quindi [non]	n~ n~ n~ n:oi contatti coi superiori ne abbiamo pochissimi quindi [non]	n~ n~ n~ noi contatti coi superiori ne abbiamo pochissimi quindi non
179	BOR009	490.946	491.559	0.613	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[okay]	[okay]	okay
180	BOI045	492.479	494.762	2.283	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	i contro::: i turni,	i contro::: i turni,	i contro i turni
181	BOI045	495.251	496.497	1.246	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	lo stress che comu[nque]	lo stress che comu[nque]	lo stress che comunque
182	BOI046	496.067	497.689	1.622	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	7	[no più] dei turni secondo me perchè	[no più] dei turni secondo me perchè	no più dei turni secondo me perché
183	BOR009	498.226	499.635	1.409	True	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	6	ma i turni >perchè son< pesanti?	ma i turni >perchè son< pesanti?	ma i turni perché son pesanti
184	BOI046	499.645	507.06	7.415	True	0	0	2	0	0	0	False	False	False	False	False	_	0	0	0	31	no per organizzazione dei turni >perchè< comunque sì è complesso perchè: e:h sai non è che tu lavori dalle sei a mezzogiorno puoi lavorare dalle sei e mezza alle tr[e >opp]ure<	no per organizzazione dei turni >perchè< comunque sì è complesso perchè: e:h sai non è che tu lavori dalle sei a mezzogiorno puoi lavorare dalle sei e mezza alle tr[e >opp]ure<	no per organizzazione dei turni perché comunque sì è complesso perché eh sai non è che tu lavori dalle sei a mezzogiorno puoi lavorare dalle sei e mezza alle tre oppure
185	BOI045	506.619	506.914	0.295	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
186	BOI045	507.384	511.447	4.063	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	a vol[te lo sappiamo:: la se]ra prima alle diec[i:: (quale) turno >quindi<]	a vol[te lo sappiamo:: la se]ra prima alle diec[i:: (quale) turno >quindi<]	a volte lo sappiamo la sera prima alle dieci quale turno quindi
187	BOI046	507.693	509.036	1.343	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[ma è il lavoro è ques~]	[ma è il lavoro è ques~]	ma è il lavoro è ques~
188	BOI046	509.949	515.044	5.095	True	0	0	0	0	0	0	False	False	False	False	True	190=0.510,186+189=0.456	1	0	0	20	[il lavoro è questo °ci° sono alcu]ne fasce che a volte può capitare sta cosa non sempre però (.) può capitare	[il lavoro è questo °ci° sono alcu]ne fasce che a volte può capitare sta cosa non sempre però {P} può capitare	il lavoro è questo ci sono alcune fasce che a volte può capitare sta cosa non sempre però {P} può capitare
189	BOR009	510.441	510.897	0.456	True	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[ a:h]	[a:h]	ah
190	BOI045	513.955	514.465	0.51	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[(non sempre)]	[(non sempre)]	non sempre
191	BOI046	515.155	522.716	7.561	True	0	0	0	0	0	0	False	False	False	False	False	_	2	0	2	23	sicuramente però purtroppo capisco che è difficile pure organizzare il tutto non è f~ non è una cosa (.) standard che riesci (.) l'incognita è dietro l'angolo	sicuramente però purtroppo capisco che è difficile pure organizzare il tutto non è f~ non è una cosa {P} standard che riesci {P} l'incognita è dietro l'angolo	sicuramente però purtroppo capisco che è difficile pure organizzare il tutto non è f~ non è una cosa {P} standard che riesci {P} l'incognita è dietro l'angolo
192	BOI046	522.959	534.121	11.162	True	0	0	1	0	0	0	False	False	False	False	False	_	1	1	2	31	no forse secondo me la cosa: peggiore:: è il rapporto con le persone ma non: con il pubblico ma non perchè a volte tendono a: dimenticare che: a guidare l'autobus (.) c'è una per[sona] ((ride))	no forse secondo me la cosa: peggiore:: è il rapporto con le persone ma non: con il pubblico ma non perchè a volte tendono a: dimenticare che: a guidare l'autobus {P} c'è una per[sona] {ride}	no forse secondo me la cosa peggiore è il rapporto con le persone ma non con il pubblico ma non perché a volte tendono a dimenticare che a guidare l'autobus {P} c'è una persona {ride}
193	???	533.746	534.325	0.579	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[scusa]te	[scusa]te	scusate
194	???	535.087	535.467	0.38	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	oh	oh	oh
195	BOI045	535.534	537.915	2.381	True	0	0	0	0	0	0	False	False	False	False	True	196=0.525,197+198=0.360	1	0	1	5	(>guarda<) stiamo facen~ (.) stiamo facendo un'intervi[sta]	(>guarda<) stiamo facen~ {P} stiamo facendo un'intervi[sta]	guarda stiamo facen~ {P} stiamo facendo un'intervista
196	BOR009	535.822	536.347	0.525	True	0	0	0	0	0	0	False	False	False	False	True	195=0.525	0	1	0	0	((ride))	{ride}	{ride}
197	BOR009	537.443	539.127	1.684	True	0	0	0	0	0	0	False	False	False	False	True	195+198=0.360,200+199=0.462	0	1	0	5	[no no ma va be]ne ((ride))	[no no ma va be]ne {ride}	no no ma va bene {ride}
198	???	537.555	538.094	0.539	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[posso]	[posso]	posso
199	???	538.497	540.037	1.54	True	0	0	0	0	0	0	False	False	False	False	True	197+200=0.462	0	0	0	8	scusa ma è troppo che non lo vedo	scusa ma è troppo che non lo vedo	scusa ma è troppo che non lo vedo
200	BOI045	538.665	540.894	2.229	True	0	0	0	0	0	0	False	False	False	False	True	201=0.008,197+199=0.462	0	1	0	0	((ride))	{ride}	{ride}
201	BOR009	540.886	542.277	1.391	True	0	0	0	0	0	0	False	False	False	False	True	200=0.008,202+203=0.408	0	1	0	2	nessun probelma ((ride))	nessun probelma {ride}	nessun probelma {ride}
202	BOI046	541.171	542.531	1.36	True	0	0	0	0	0	0	False	False	False	False	True	201+203=0.408	0	1	0	0	((ride))	{ride}	{ride}
203	???	541.869	543.378	1.509	True	0	0	0	0	0	0	False	False	False	False	True	201+202=0.408	0	0	0	5	no veramente se no scusami	no veramente se no scusami	no veramente se no scusami
204	BOI045	543.551	544.612	1.061	True	0	0	0	0	0	0	False	False	False	False	True	205+206=0.239	0	1	0	0	((ride))	{ride}	{ride}
205	BOR009	543.83	544.668	0.838	True	0	0	0	0	0	0	False	False	False	False	True	204+206=0.239,207+206=0.051	0	0	0	2	nessun prob[lema]	nessun prob[lema]	nessun problema
206	BOI046	544.373	545.54	1.167	True	0	0	0	0	0	0	False	False	False	False	True	204+205=0.239,205+207=0.051	0	0	1	3	[mi vuoi rovinare l'intervi(sta)]	[mi vuoi rovinare l'intervi(sta)]	mi vuoi rovinare l'intervista
207	???	544.617	546.173	1.556	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	4	[ti stavo pensando l'al]tro gior[no]	[ti stavo pensando l'al]tro gior[no]	ti stavo pensando l'altro giorno
208	BOI046	545.891	546.412	0.521	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[e pure] io	[e pure] io	e pure io
209	???	546.621	547.505	0.884	True	0	0	0	0	0	0	False	False	False	False	True	210=0.850	0	0	0	5	cazzo non ti vedo più	cazzo non ti vedo più	cazzo non ti vedo più
210	BOI046	546.655	547.505	0.85	True	0	0	0	0	0	0	False	False	False	False	True	209=0.850	0	1	0	0	((ride))	{ride}	{ride}
211	BOI046	547.512	547.855	0.343	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	ecc[o]	ecc[o]	ecco
212	???	547.77	548.433	0.663	True	0	0	0	0	0	0	False	False	False	False	True	211=0.085,213=0.095	0	0	1	3	[s]cusate non l'ho detto	[s]cusate non l'ho detto	scusate non l'ho detto
213	BOI046	548.338	551.531	3.193	True	0	0	0	0	0	0	False	False	False	False	True	212=0.095,216=1.175,214+215=1.179	0	1	0	0	((ride))	{ride}	{ride}
214	BOR009	548.731	550.132	1.401	True	0	0	0	0	0	0	False	False	False	False	True	213+215=1.179	0	1	0	0	((ride))	{ride}	{ride}
215	BOI045	548.953	550.168	1.215	True	0	0	0	0	0	0	False	False	False	False	True	213+214=1.179	0	1	0	0	((ride))	{ride}	{ride}
216	???	550.356	551.719	1.363	True	0	0	0	0	0	0	False	False	False	False	True	213=1.175,217=0.187	0	0	0	9	io sai che devo venire a rompere le ba[lle]	io sai che devo venire a rompere le ba[lle]	io sai che devo venire a rompere le balle
217	BOI046	551.532	552.259	0.727	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[e]:h lo so	[e]:h lo so	eh lo so
218	BOR009	552.387	553.031	0.644	True	0	0	0	0	0	0	False	False	False	False	True	219+220=0.296	0	1	0	0	((ride))	{ride}	{ride}
219	BOI046	552.52	553.331	0.811	True	0	0	0	0	0	0	False	False	False	False	True	218+220=0.296	0	1	0	0	((ride))	{ride}	{ride}
220	BOI045	552.735	553.465	0.73	True	0	0	0	0	0	0	False	False	False	False	True	218+219=0.296	0	1	0	0	((ride))	{ride}	{ride}
221	BOI046	553.855	554.236	0.381	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	ecco	ecco	ecco
222	BOI046	554.849	557.516	2.667	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	no no dicevo il fatto che comunque le persone	no no dicevo il fatto che comunque le persone	no no dicevo il fatto che comunque le persone
223	BOI046	557.629	561.055	3.426	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	12	tendono a dimenticare che dietro: l~ al volante c'è una persona come loro	tendono a dimenticare che dietro: l~ al volante c'è una persona come loro	tendono a dimenticare che dietro l~ al volante c'è una persona come loro
224	BOI045	561.567	561.812	0.245	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	s[ì]	s[ì]	sì
225	BOI046	561.647	567.363	5.716	True	0	0	0	0	0	0	False	False	False	False	False	_	0	1	1	20	[c'ha i] problemi suoi e >quindi non è che< non è u:n: un secchio dove poter ((ride)) sfogare tutti i propri stress	[c'ha i] problemi suoi e >quindi non è che< non è u:n: un secchio dove poter {ride} sfogare tutti i propri stress	c'ha i problemi suoi e quindi non è che non è un un secchio dove poter {ride} sfogare tutti i propri stress
226	BOR009	567.376	569.233	1.857	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	ma >riferito quindi< non eh al pubblico:	ma >riferito quindi< non eh al pubblico:	ma riferito quindi non eh al pubblico
227	BOI046	569.364	571.289	1.925	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	no no [al pu]bblico ed [al: l~ gli] utenti s[ì]	no no [al pu]bblico ed [al: l~ gli] utenti s[ì]	no no al pubblico ed al l~ gli utenti sì
228	BOR009	569.585	569.85	0.265	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[>oppure<]	[>oppure<]	oppure
229	BOI045	570.136	570.757	0.621	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[gli utenti]	[gli utenti]	gli utenti
230	BOR009	570.421	570.765	0.344	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[a:h]	[a:h]	ah
231	BOR009	571.184	572.086	0.902	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[a]h gli utenti okay	[a]h gli utenti okay	ah gli utenti okay
232	BOI046	572.556	578.836	6.28	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	28	c(io)è a volte anche per una piccola cosa esa:gerano oppure rispondono in malo modo quando le regole le fanno gli altri c(io)è non è che le facciamo noi	c(io)è a volte anche per una piccola cosa esa:gerano oppure rispondono in malo modo quando le regole le fanno gli altri c(io)è non è che le facciamo noi	cioè a volte anche per una piccola cosa esagerano oppure rispondono in malo modo quando le regole le fanno gli altri cioè non è che le facciamo noi
233	BOI045	579.519	581.989	2.47	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	sì [una deviazio]:ne u[n:] m::h	sì [una deviazio]:ne u[n:] m::h	sì una deviazione un mh
234	BOI046	579.727	580.584	0.857	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[noi ci atteniamo alle]	[noi ci atteniamo alle]	noi ci atteniamo alle
235	BOI046	581.033	581.333	0.3	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì]	[sì]	sì
236	BOI046	582.005	586.54	4.535	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	(mh) ogni volta è una: cosa buona per >anche se sei in< ritardo <di un minuto> due minuti	(mh) ogni volta è una: cosa buona per >anche se sei in< ritardo <di un minuto> due minuti	mh ogni volta è una cosa buona per anche se sei in ritardo di un minuto due minuti
237	BOI046	586.985	588.606	1.621	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	anche (.) qui poi comunque la frequenza è	anche {P} qui poi comunque la frequenza è	anche {P} qui poi comunque la frequenza è
238	BOI045	589.247	591.453	2.206	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	8	sì qua a bologna c'ha: una: [°sì s]ì sì°	sì qua a bologna c'ha: una: [°sì s]ì sì°	sì qua a bologna c'ha: una sì sì sì
