tu_id	speaker	start	end	duration	text
356	TO083	972.700	973.151	0.451	 {ride}
357	TO999	973.731	974.606	0.875	 e::h,
358	TO999	974.845	981.755	6.910	 senti e quindi la tua casa ideale come sarebbe cioè proprio {P} da: zo:na citt[à: come è f]atta dentro alle stan~ tutto.
359	TO083	979.465	980.031	0.566	 [mhmh,]
360	TO083	981.766	984.233	2.467	 praticamente è un' intervista per una rivista di architettura.
361	TO999	984.301	984.540	0.239	 sì.
362	TO999	984.630	985.538	0.908	 praticamente sì.
363	TO083	985.660	987.122	1.462	 okay la mia casa ideale è così.
364	TO083	987.236	988.888	1.652	 vista mar~ allora sulla spiaggia.
365	TO999	988.986	989.488	0.502	 mh,
366	TO083	991.296	992.555	1.259	 enormi finestre,
367	TO999	992.776	993.083	0.307	 mh,
368	TO083	993.545	994.568	1.023	 tende bianche,
369	TO083	997.040	998.533	1.493	 che svolazzano col vento,
370	TO083	999.588	1000.785	1.197	 e:: parquet.
371	TO083	1002.280	1003.360	1.080	 mobili:,
372	TO083	1003.756	1005.193	1.437	 prevalentemente di legno.
373	TO999	1005.193	1005.483	0.290	 mh,
374	TO083	1006.253	1011.688	5.435	 pero':: leggero: no::n non tipo i mobiloni di legno anti~ cioè:=mh capito?
375	TO999	1011.900	1012.600	0.700	 sì sì sì.
376	TO083	1012.600	1015.701	3.101	 e::h legno un po' rustico:: chiaro così,
377	TO083	1016.603	1017.591	0.988	 e::h=mh,
378	TO083	1018.901	1020.320	1.419	 non troppo piena di mobili,
379	TO083	1022.265	1024.371	2.106	 ogni tanto qualcosa di colorato preferirei,
380	TO083	1024.646	1025.935	1.289	 <preferibilmente> rosso.
381	TO999	1026.320	1026.778	0.458	 mhmh,
382	TO083	1028.080	1032.096	4.016	 e::h il giardino non ce n' è bisogno pero' m:h un terrazzo mi farebbe piacere.
383	TO999	1032.453	1032.911	0.458	 okay.
384	TO083	1034.290	1035.151	0.861	 non troppo grande.
385	TO999	1035.595	1036.526	0.931	 senza animali.
386	TO083	1036.760	1037.422	0.662	 no animale.
387	TO999	1037.521	1038.233	0.712	 {ride}
388	TO083	1038.330	1039.401	1.071	 piante solo grasse.
389	TO999	1040.526	1041.170	0.644	 okay.
390	TO999	1041.512	1043.000	1.488	 perché non hai il pollice verde.
391	TO083	1043.000	1044.213	1.213	 eh no temo proprio di no.
392	TO083	1044.442	1044.859	0.417	 {ride}
393	TO999	1044.442	1044.859	0.417	 {ride}
394	TO999	1046.560	1047.470	0.910	 <okay,>
395	TO999	1047.546	1054.903	7.357	 e:::h boh (la) possiamo chiudere qui ah no aspetta allora ti chiedo delle cose che non c' entrano niente con questo pero' così evito di scriverle,
396	TO999	1055.156	1057.418	2.262	 e:: allora carla quanti anni hai?
397	TO083	1057.876	1058.600	0.724	 ventitrè.
398	TO999	1059.145	1060.573	1.428	 la tua prima occupazione?
399	TO083	1061.705	1063.330	1.625	 oddio e:::,
400	TO083	1064.793	1065.955	1.162	 ten~ {P} non lo so.
401	TO083	1066.430	1067.126	0.696	 studentessa.
402	TO083	1067.668	1071.065	3.397	 {ride} [studentessa] di filosofia studentessa di recitazione.
403	TO999	1068.080	1068.838	0.758	 [la seconda?]
404	TO999	1071.301	1071.896	0.595	 okay.
405	TO999	1072.408	1075.415	3.007	 e::: quindi studentessa e attrice,
406	TO083	1075.721	1075.996	0.275	 sì.
407	TO999	1076.080	1076.710	0.630	 possiamo dire?
408	TO083	1077.011	1077.568	0.557	 diciamolo.
409	TO999	1077.883	1078.388	0.505	 okay.
410	TO999	1078.521	1082.373	3.852	 e::h=m::h dove hai fatto le: dove sei nata?
411	TO083	1082.773	1083.985	1.212	 sono nata a {nomepaese} .
412	TO999	1084.423	1085.715	1.292	 dove hai fatto le superiori?
413	TO083	1085.956	1086.546	0.590	 {nomepaese} .
414	TO999	1087.053	1088.041	0.988	 quante lingue parli?
415	TO083	1088.550	1090.991	2.441	 parlo inglese francese e poco tedesco.
416	TO083	1091.403	1092.055	0.652	 molto poco.
417	TO999	1092.440	1093.389	0.949	 dialetto ligure no?
418	TO083	1093.488	1093.681	0.193	 no.
419	TO083	1093.905	1095.643	1.738	 zero. eh ma i miei non sono abitantipaese.
420	TO999	1096.830	1098.211	1.381	 okay va bene allora.
